City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
38,Dehloran,32.6941,47.2679,78.24,18,0,2.66,IR,2022-09-28 03:21:39
39,Canto Do Buriti,-8.11,-42.9444,76.64,37,2,2.98,BR,2022-09-28 03:21:39
40,Neepawa,50.2289,-99.4664,45.0,40,64,7.09,CA,2022-09-28 03:21:40
41,Severo-Kurilsk,50.6789,156.125,52.34,68,4,12.91,RU,2022-09-28 03:21:40
42,Todos Santos,23.45,-110.2167,83.3,93,1,1.28,MX,2022-09-28 03:21:40
43,Albany,42.6001,-73.9662,54.68,90,60,4.74,US,2022-09-28 03:21:41
44,Vaini,-21.2,-175.2,73.56,88,75,13.8,TO,2022-09-28 03:21:41
45,El Astillero,43.4009,-3.8205,63.88,91,75,23.02,ES,2022-09-28 03:21:42
46,Praia Da Vitoria,38.7333,-27.0667,68.25,88,75,17.9,PT,2022-09-28 03:22:42
47,Uaua,-9.8414,-39.4817,69.31,74,0,12.55,BR,2022-09-28 03:18:28
48,Homer,59.6425,-151.5483,47.8,79,100,8.99,US,2022-09-28 03:22:42
49,Puerto Ayora,-0.7393,-90.3518,65.55,92,91,4.0,EC,2022-09-28 03:22:43
50,Laramie,41.3114,-105.5911,59.09,48,20,9.22,US,2022-09-28 03:22:43
51,Nemuro,43.3236,145.575,62.4,72,100,9.01,JP,2022-09-28 03:18:28
52,Pontes E Lacerda,-15.2261,-59.3353,73.06,88,84,3.15,BR,2022-09-28 03:22:43
53,Osmena,10.5208,119.9258,78.53,85,100,6.76,PH,2022-09-28 03:22:43
54,Geraldton,-28.7667,114.6,82.81,18,0,16.11,AU,2022-09-28 03:19:43
55,Pisco,-13.7,-76.2167,59.05,82,20,8.05,PE,2022-09-28 03:22:44
56,Sembe,1.6481,14.5806,68.94,98,100,4.85,CG,2022-09-28 03:22:44
57,Meulaboh,4.1363,96.1285,75.2,91,100,2.82,ID,2022-09-28 03:18:02
58,Hofn,64.2539,-15.2082,43.5,71,19,6.64,IS,2022-09-28 03:22:44
59,Torbay,47.6666,-52.7314,66.27,93,100,23.02,CA,2022-09-28 03:22:45
60,Khatanga,71.9667,102.5,22.62,88,97,4.27,RU,2022-09-28 03:22:45
61,Shigony,53.3875,48.6777,48.07,91,100,14.03,RU,2022-09-28 03:22:45
62,Petropavlovsk-Kamchatskiy,53.0452,158.6483,55.99,47,20,17.9,RU,2022-09-28 03:22:45
63,Sambava,-14.2667,50.1667,66.54,86,94,9.33,MG,2022-09-28 03:22:46
64,Half Moon Bay,37.4636,-122.4286,65.48,82,75,19.57,US,2022-09-28 03:19:38
65,Pilar,-9.5972,-35.9567,69.73,88,1,1.61,BR,2022-09-28 03:22:46
66,Avarua,-21.2078,-159.775,78.85,89,100,8.05,CK,2022-09-28 03:22:46
67,Rikitea,-23.1203,-134.9692,70.27,60,25,11.36,PF,2022-09-28 03:22:46
68,Beringovskiy,63.05,179.3167,35.01,71,29,13.35,RU,2022-09-28 03:22:47
69,Saint-Philippe,-21.3585,55.7679,71.19,70,36,7.83,RE,2022-09-28 03:22:47
70,Waitati,-45.75,170.5667,54.81,79,99,7.56,NZ,2022-09-28 03:22:47
71,Longyearbyen,78.2186,15.6401,33.64,93,20,2.3,SJ,2022-09-28 03:22:47
72,Kruisfontein,-34.0033,24.7314,60.89,97,88,7.49,ZA,2022-09-28 03:22:48
73,Lata,40.1629,-8.3327,55.92,98,43,2.37,PT,2022-09-28 03:22:48
74,Kompaniyivka,48.2511,32.208,54.36,95,80,0.58,UA,2022-09-28 03:22:48
75,Mar Del Plata,-38.0023,-57.5575,45.95,76,0,4.61,AR,2022-09-28 03:22:49
76,Sola,-13.8833,167.55,86.67,70,40,5.75,VU,2022-09-28 03:19:05
77,Loiza,18.4313,-65.8802,82.4,78,40,3.44,PR,2022-09-28 03:22:49
78,San Patricio,28.017,-97.5169,81.84,46,0,7.16,US,2022-09-28 03:22:49
79,East London,-33.0153,27.9116,68.94,100,100,14.97,ZA,2022-09-28 03:22:49
80,Valparaiso,-33.0393,-71.6273,51.44,93,20,5.75,CL,2022-09-28 03:22:50
81,Gorom-Gorom,14.4439,-0.2361,83.57,56,99,8.39,BF,2022-09-28 03:22:50
82,Nanortalik,60.1432,-45.2371,42.55,96,99,5.59,GL,2022-09-28 03:22:50
83,Kholm,59.2667,32.85,40.59,99,73,4.74,RU,2022-09-28 03:22:51
84,Dongsheng,39.8161,109.9776,69.98,30,0,9.91,CN,2022-09-28 03:22:51
85,La Asuncion,11.0333,-63.8628,69.53,100,100,10.36,VE,2022-09-28 03:22:51
86,Ancud,-41.8697,-73.8203,43.38,85,0,5.23,CL,2022-09-28 03:22:51
87,Necochea,-38.5473,-58.7368,41.22,72,0,2.68,AR,2022-09-28 03:22:52
88,Green River,41.5286,-109.4662,65.19,17,59,5.39,US,2022-09-28 03:22:52
89,Port Alfred,-33.5906,26.891,66.18,99,100,7.0,ZA,2022-09-28 03:22:52
90,Lucapa,-8.4192,20.7447,65.05,83,100,0.67,AO,2022-09-28 03:22:52
91,Uyemskiy,64.4743,40.8524,32.05,92,40,6.71,RU,2022-09-28 03:22:53
92,Uzhur,55.3036,89.8339,36.36,99,100,4.63,RU,2022-09-28 03:22:53
93,Damaturu,11.747,11.9608,73.36,85,100,9.98,NG,2022-09-28 03:23:53
94,Olafsvik,64.8945,-23.7142,45.25,69,100,9.22,IS,2022-09-28 03:23:54
95,Allanridge,-27.7543,26.6438,58.6,66,5,7.23,ZA,2022-09-28 03:23:54
96,New Norfolk,-42.7826,147.0587,58.91,67,96,1.99,AU,2022-09-28 03:23:54
97,Senno,59.5336,33.9167,44.26,95,100,6.51,RU,2022-09-28 03:23:54
98,Yulara,-25.2406,130.9889,75.94,24,0,16.51,AU,2022-09-28 03:23:55
99,Carnarvon,-24.8667,113.6333,79.05,32,98,4.85,AU,2022-09-28 03:23:55
100,Lebu,-37.6167,-73.65,49.6,88,0,11.92,CL,2022-09-28 03:23:55
101,Almaty,43.25,76.95,58.91,41,75,2.24,KZ,2022-09-28 03:23:56
102,Maldonado,-34.6667,-54.9167,51.22,85,10,6.02,UY,2022-09-28 03:19:26
103,Axim,4.8699,-2.2405,74.52,92,94,7.54,GH,2022-09-28 03:23:56
104,Kota Kinabalu,5.9749,116.0724,85.98,70,20,4.61,MY,2022-09-28 03:21:45
105,Jurado,7.1053,-77.7641,77.14,90,96,0.98,CO,2022-09-28 03:23:56
106,Ukiah,39.1502,-123.2078,72.64,60,0,0.0,US,2022-09-28 03:23:57
107,Izmit,40.7669,29.9169,62.58,88,75,2.3,TR,2022-09-28 03:23:57
108,Tuktoyaktuk,69.4541,-133.0374,32.0,93,100,23.02,CA,2022-09-28 03:23:57
109,Rumphi,-11.0186,33.8575,64.44,71,5,7.29,MW,2022-09-28 03:23:57
110,Tarakan,3.3,117.6333,83.7,79,75,4.61,ID,2022-09-28 03:23:58
111,Qaanaaq,77.484,-69.3632,27.59,93,95,6.2,GL,2022-09-28 03:23:58
112,Saint-Augustin,51.226,-58.6502,55.13,97,100,2.82,CA,2022-09-28 03:23:58
113,Vagur,61.4732,-6.8119,49.37,85,98,15.86,FO,2022-09-28 03:23:58
114,Dunedin,-45.8742,170.5036,54.81,79,85,1.99,NZ,2022-09-28 03:23:59
115,Apricena,41.7839,15.4437,58.82,70,9,5.1,IT,2022-09-28 03:23:59
116,Avera,33.194,-82.5271,63.91,42,100,9.44,US,2022-09-28 03:23:59
117,Mandalgovi,45.7625,106.2708,67.48,17,100,19.33,MN,2022-09-28 03:24:00
118,Ilhabela,-23.7781,-45.3581,67.5,91,100,5.26,BR,2022-09-28 03:24:00
119,Arvin,35.2091,-118.8284,88.86,51,7,1.99,US,2022-09-28 03:24:00
120,Shuangcheng,45.35,126.2833,67.68,47,33,10.47,CN,2022-09-28 03:24:00
121,Thompson,55.7435,-97.8558,51.96,62,40,10.36,CA,2022-09-28 03:19:39
122,Andenes,69.3143,16.1194,45.93,87,0,10.36,NO,2022-09-28 03:24:01
123,Myaundzha,63.0494,147.1858,33.46,65,51,4.34,RU,2022-09-28 03:24:01
124,Forbes,-33.3833,148.0167,55.35,76,100,2.26,AU,2022-09-28 03:24:01
125,Anadyr,64.75,177.4833,34.3,93,75,8.95,RU,2022-09-28 03:24:02
126,Maniitsoq,65.4167,-52.9,42.26,95,100,10.42,GL,2022-09-28 03:24:02
127,Kavieng,-2.5744,150.7967,84.99,63,92,14.79,PG,2022-09-28 03:24:03
128,Los Llanos De Aridane,28.6585,-17.9182,68.13,89,75,10.36,ES,2022-09-28 03:24:03
129,North Bend,43.4065,-124.2243,58.15,93,0,4.61,US,2022-09-28 03:24:03
130,Tura,25.5198,90.2201,82.96,69,63,0.98,IN,2022-09-28 03:24:04
131,Bethel,41.3712,-73.414,58.55,86,0,5.01,US,2022-09-28 03:24:04
132,Ostrovnoy,68.0531,39.5131,37.83,78,100,8.32,RU,2022-09-28 03:24:05
133,Ribeira Grande,38.5167,-28.7,70.29,70,27,12.19,PT,2022-09-28 03:24:05
134,Bulanash,57.2783,61.9965,24.58,83,36,5.32,RU,2022-09-28 03:24:05
135,Kununurra,-15.7667,128.7333,94.98,29,77,5.75,AU,2022-09-28 03:25:06
136,Temiscaming,46.7212,-79.0971,49.51,87,100,9.22,CA,2022-09-28 03:25:06
137,Changping,40.2186,116.2197,74.84,28,75,4.54,CN,2022-09-28 03:25:07
138,Port Hardy,50.6996,-127.4199,55.58,94,100,0.0,CA,2022-09-28 03:25:07
139,Garissa,-0.4536,39.6401,72.39,80,19,14.5,KE,2022-09-28 03:25:07
140,Faya,18.3851,42.4509,60.91,32,7,3.04,SA,2022-09-28 03:25:08
141,Ponta Do Sol,32.6667,-17.1,68.72,74,91,5.17,PT,2022-09-28 03:25:09
142,Moose Factory,51.2585,-80.6094,42.8,87,100,6.91,CA,2022-09-28 03:25:09
143,Gazojak,41.1875,61.4036,59.45,47,26,11.81,TM,2022-09-28 03:25:09
144,Suihua,46.6406,126.9969,69.26,56,26,8.7,CN,2022-09-28 03:25:10
145,Kaeo,-35.1,173.7833,64.33,74,96,10.2,NZ,2022-09-28 03:25:11
146,Szczecin,53.4289,14.553,50.41,93,98,7.0,PL,2022-09-28 03:25:11
147,Mount Gambier,-37.8333,140.7667,54.9,68,89,10.85,AU,2022-09-28 03:25:11
148,Provideniya,64.3833,-173.3,41.36,81,100,8.99,RU,2022-09-28 03:25:12
149,Atuona,-9.8,-139.0333,76.93,77,8,20.02,PF,2022-09-28 03:25:12
150,Atar,20.5169,-13.0499,91.54,38,63,5.28,MR,2022-09-28 03:25:12
151,Dingle,10.9995,122.6711,81.46,81,100,1.39,PH,2022-09-28 03:25:13
152,Bourail,-21.5667,165.4833,82.4,55,72,4.0,NC,2022-09-28 03:25:13
153,Kaitangata,-46.2817,169.8464,56.95,68,62,6.53,NZ,2022-09-28 03:25:13
154,Isangel,-19.55,169.2667,86.11,58,20,6.91,VU,2022-09-28 03:25:14
155,Columbus,39.9612,-82.9988,50.41,82,0,5.75,US,2022-09-28 03:23:47
156,Popondetta,-8.7537,148.2534,91.04,47,96,8.61,PG,2022-09-28 03:25:14
157,Arman,59.7,150.1667,48.02,71,100,16.2,RU,2022-09-28 03:25:15
158,Yenagoa,4.9247,6.2642,72.79,96,100,2.46,NG,2022-09-28 03:25:15
159,Souillac,-20.5167,57.5167,71.98,68,75,11.5,MU,2022-09-28 03:25:15
160,Kismayo,-0.3582,42.5454,76.3,83,20,14.34,SO,2022-09-28 03:25:16
161,Saint-Francois,46.4154,3.9054,58.44,88,100,10.36,FR,2022-09-28 03:25:16
162,Carrollton,32.9537,-96.8903,79.41,41,0,8.05,US,2022-09-28 03:21:50
163,Suzun,53.7841,82.3116,41.65,88,100,12.68,RU,2022-09-28 03:25:17
164,Brookhaven,31.5791,-90.4407,60.46,55,0,5.95,US,2022-09-28 03:25:17
165,Sorland,67.667,12.6934,51.66,77,20,12.5,NO,2022-09-28 03:22:15
166,Banjar,-8.19,114.9675,89.37,51,4,3.76,ID,2022-09-28 03:25:17
167,Kamphaeng Phet,16.25,99.5,82.13,73,100,3.6,TH,2022-09-28 03:25:18
168,Victoria,22.2855,114.1577,90.97,72,100,15.99,HK,2022-09-28 03:24:17
169,Hobyo,5.3505,48.5268,77.13,87,13,16.67,SO,2022-09-28 03:25:18
170,Canberra,-35.2835,149.1281,58.44,73,100,5.75,AU,2022-09-28 03:21:27
171,Nelson,-41.2833,173.2833,57.29,91,100,1.01,NZ,2022-09-28 03:25:19
172,Kamaishi,39.2667,141.8833,67.48,60,100,13.73,JP,2022-09-28 03:25:19
173,Alenquer,-1.9417,-54.7383,77.88,64,22,3.27,BR,2022-09-28 03:25:19
174,Grindavik,63.8424,-22.4338,45.07,100,100,10.36,IS,2022-09-28 03:25:19
175,Esperance,-33.8667,121.9,67.28,48,2,6.58,AU,2022-09-28 03:25:20
176,Ahipara,-35.1667,173.1667,62.73,71,98,11.95,NZ,2022-09-28 03:25:20
177,Nishihara,26.1842,127.7558,89.26,74,40,9.22,JP,2022-09-28 03:22:53
178,Nanakuli,21.3906,-158.1547,84.15,49,0,10.36,US,2022-09-28 03:25:21
179,Havre-Saint-Pierre,50.2334,-63.5986,52.16,100,100,5.75,CA,2022-09-28 03:25:21
180,Warrnambool,-38.3833,142.4833,53.91,76,100,14.16,AU,2022-09-28 03:22:41
181,Port Blair,11.6667,92.75,83.97,73,72,11.25,IN,2022-09-28 03:25:21
182,Tshikapa,-6.4167,20.8,70.16,95,100,5.21,CD,2022-09-28 03:25:21
183,Kungurtug,50.5994,97.5228,44.94,67,78,3.56,RU,2022-09-28 03:25:22
184,Luba,3.4568,8.5547,76.89,90,100,1.77,GQ,2022-09-28 03:26:22
185,Chamba,32.5667,76.1333,74.35,61,0,0.98,IN,2022-09-28 03:26:23
186,Pevek,69.7008,170.3133,29.34,73,95,8.28,RU,2022-09-28 03:26:23
187,Merrill,45.1805,-89.6835,46.17,90,0,3.44,US,2022-09-28 03:26:23
188,Iskateley,67.6803,53.1512,27.41,69,32,6.85,RU,2022-09-28 03:26:23
189,Hasaki,35.7333,140.8333,79.29,62,4,19.44,JP,2022-09-28 03:26:24
190,Fortuna,40.5982,-124.1573,56.98,87,35,2.24,US,2022-09-28 03:26:24
191,Zheleznodorozhnyy,55.7503,38.0042,46.62,90,100,10.2,RU,2022-09-28 03:23:08
192,Kirakira,-10.4544,161.9205,84.99,62,85,9.71,SB,2022-09-28 03:26:24
193,Tombouctou,20.0,-3.0,93.13,15,46,8.95,ML,2022-09-28 03:26:25
194,Sergeyevka,53.88,67.4158,29.55,75,66,8.7,KZ,2022-09-28 03:26:25
195,Cuenca,-2.8833,-78.9833,55.53,62,84,3.44,EC,2022-09-28 03:25:02
196,Sibu,2.3,111.8167,86.31,70,20,3.44,MY,2022-09-28 03:26:25
197,Pinega,64.7001,43.3936,31.03,85,97,5.21,RU,2022-09-28 03:26:25
198,Tuatapere,-46.1333,167.6833,59.11,66,91,1.88,NZ,2022-09-28 03:26:26
199,Tiznit,29.5833,-9.5,66.38,57,82,2.24,MA,2022-09-28 03:26:26
200,Bonavista,48.6499,-53.1147,61.75,90,100,18.41,CA,2022-09-28 03:26:26
201,Siderno,38.2779,16.302,65.34,80,9,9.84,IT,2022-09-28 03:26:27
202,Ichinohe,40.2069,141.3017,64.96,88,100,1.01,JP,2022-09-28 03:26:27
203,Northam,51.0333,-4.2167,54.61,78,100,14.92,GB,2022-09-28 03:26:27
204,Vila Velha,-20.3297,-40.2925,75.15,92,75,9.22,BR,2022-09-28 03:26:27
205,College,64.8569,-147.8028,41.58,89,75,4.61,US,2022-09-28 03:26:28
206,Daru,-9.0763,143.2092,83.23,78,48,11.41,PG,2022-09-28 03:26:28
207,Port Augusta,-32.5,137.7667,63.75,45,0,17.31,AU,2022-09-28 03:26:28
208,Soe,-9.8607,124.284,87.33,41,24,6.51,ID,2022-09-28 03:26:29
209,Helena,46.5927,-112.0361,65.98,55,0,6.91,US,2022-09-28 03:24:50
210,Sao Joao Da Barra,-21.6403,-41.0511,71.65,95,98,7.63,BR,2022-09-28 03:26:29
211,Oranjestad,12.524,-70.027,84.15,79,20,10.36,AW,2022-09-28 03:26:29
212,Cherskiy,68.75,161.3,33.96,48,9,3.76,RU,2022-09-28 03:26:30
213,Asadabad,34.7824,48.1185,59.5,16,0,2.66,IR,2022-09-28 03:26:30
214,Taoudenni,22.6783,-3.9836,93.87,22,44,10.74,ML,2022-09-28 03:26:30
215,Alofi,-19.0595,-169.9187,78.37,75,4,12.97,NU,2022-09-28 03:26:31
216,Edison,40.5187,-74.4121,62.94,72,0,4.61,US,2022-09-28 03:26:31
217,Laguna,38.421,-121.4238,76.44,57,0,6.91,US,2022-09-28 03:26:31
218,Ilulissat,69.2167,-51.1,39.22,100,100,4.61,GL,2022-09-28 03:26:32
219,San Cristobal,7.7669,-72.225,71.78,95,99,0.98,VE,2022-09-28 03:26:32
220,La Ronge,55.1001,-105.2842,62.85,45,20,8.05,CA,2022-09-28 03:26:32
221,Lavrentiya,65.5833,-171.0,38.66,77,100,9.4,RU,2022-09-28 03:26:32
222,Yar-Sale,66.8333,70.8333,29.88,82,100,13.15,RU,2022-09-28 03:26:33
223,Adrar,20.5022,-10.0711,90.91,20,41,10.6,MR,2022-09-28 03:26:33
224,Tanete,-3.9443,119.7848,91.45,51,28,6.04,ID,2022-09-28 03:26:33
225,Kloulklubed,7.0419,134.2556,82.9,76,100,4.56,PW,2022-09-28 03:26:34
226,Antalaha,-14.9003,50.2788,67.68,80,79,6.24,MG,2022-09-28 03:26:34
227,Verkhoyansk,67.5447,133.385,31.95,78,100,3.87,RU,2022-09-28 03:26:34
228,Kahului,20.8947,-156.47,84.22,67,40,25.32,US,2022-09-28 03:25:28
229,Kunming,25.0389,102.7183,58.93,88,100,11.18,CN,2022-09-28 03:22:50
230,Cidreira,-30.1811,-50.2056,59.38,90,6,5.46,BR,2022-09-28 03:27:35
231,Payo,-3.7508,103.6372,87.76,58,61,1.7,ID,2022-09-28 03:27:35
232,Innisfail,-17.5333,146.0333,81.66,62,30,8.88,AU,2022-09-28 03:27:35
233,Barra Patuca,15.8,-84.2833,78.64,85,99,1.88,HN,2022-09-28 03:27:36
234,Kugesi,56.029,47.2925,40.66,93,100,11.18,RU,2022-09-28 03:27:36
235,Lianzhou,24.7811,112.3825,90.7,41,23,4.63,CN,2022-09-28 03:27:37
236,Bengkulu,-3.8004,102.2655,80.44,76,77,1.59,ID,2022-09-28 03:27:37
237,Lorengau,-2.0226,147.2712,85.51,65,85,13.4,PG,2022-09-28 03:27:37
238,Brae,60.3964,-1.353,50.56,91,74,10.13,GB,2022-09-28 03:27:37
239,Kambove,-10.8764,26.5969,66.47,44,95,3.02,CD,2022-09-28 03:27:38
240,Asau,46.4333,26.4,51.28,90,62,5.44,RO,2022-09-28 03:27:38
